ChargesPerService,TotalCharges,tenure,Avg_charges,MonthlyCharges,PaymentMethod_Electronic check,Contract_Two year,InternetService_Fiber optic,TotalServices,gender,PaperlessBilling,Contract_One year,Partner,OnlineSecurity_Yes,SeniorCitizen,Churn
20.6,1592.35,20,79.61749999999999,82.4,1,0,1,3,0,0,0,1,1,0,1
34.85,135.2,2,67.6,69.7,1,0,1,1,0,1,0,0,0,0,0
10.557142857142859,3958.25,53,74.68396226415095,73.9,0,1,0,6,1,1,0,0,0,0,0
10.3,233.9,11,21.263636363636365,20.6,0,0,0,1,0,0,1,1,0,0,0
9.95,1363.45,69,19.76014492753623,19.9,0,1,0,1,1,0,0,1,0,0,0
35.45,273.0,4,68.25,70.9,0,0,1,1,0,1,0,0,0,0,1
9.894444444444444,6254.45,72,86.86736111111111,89.05,0,1,0,8,1,1,0,1,1,0,0
11.325,2651.2,58,45.710344827586205,45.3,1,0,0,3,1,1,0,1,0,1,1
10.2,321.4,16,20.0875,20.4,1,0,0,1,0,0,0,1,0,0,0
16.85,3539.25,43,82.30813953488372,84.25,0,0,1,4,1,1,1,1,1,0,0
14.914285714285715,242.8,2,121.4,104.4,1,0,1,6,0,1,0,1,0,0,1
11.707142857142857,1181.75,14,84.41071428571429,81.95,0,1,0,6,1,0,0,1,0,0,0
18.97,5000.2,53,94.3433962264151,94.85,0,0,1,4,0,1,1,1,0,0,1
10.275,654.55,32,20.4546875,20.55,0,0,0,1,0,0,1,0,0,0,0
8.233333333333333,780.2,34,22.947058823529414,24.7,1,0,0,2,0,0,0,1,0,0,0
24.816666666666666,1145.7,15,76.38000000000001,74.45,0,0,1,2,0,1,0,0,0,1,1
25.483333333333334,503.6,7,71.94285714285715,76.45,0,0,1,2,0,0,0,0,1,1,1
15.049999999999999,1559.25,15,103.95,105.35,0,0,1,6,0,1,0,1,0,0,0
10.275,1252.0,61,20.524590163934427,20.55,0,0,0,1,1,1,1,1,0,0,0
14.975,29.95,1,29.95,29.95,0,0,0,1,0,0,0,0,0,0,1
22.65,45.3,1,45.3,45.3,0,0,0,1,0,0,0,0,0,0,0
21.125,662.65,8,82.83125,84.5,0,0,1,3,1,0,0,0,0,0,1
12.458333333333334,2453.3,33,74.34242424242424,74.75,0,0,0,5,1,0,1,1,1,0,0
19.8125,1111.65,13,85.51153846153846,79.25,1,0,1,3,0,1,0,0,0,0,1
24.8,24.8,1,24.8,24.8,1,0,0,0,0,1,0,1,0,0,1
17.266666666666666,1023.85,20,51.1925,51.8,0,0,0,2,1,1,0,0,0,0,0
15.2,82.15,3,27.383333333333336,30.4,1,0,0,1,1,0,0,0,0,0,0
9.825,244.8,13,18.83076923076923,19.65,1,0,0,1,0,0,1,0,0,0,0
14.15,2379.1,40,59.4775,56.6,0,0,0,3,0,0,0,1,0,0,0
11.983333333333334,3173.35,43,73.79883720930232,71.9,0,0,0,5,1,1,1,1,1,0,0
18.2,531.0,6,88.5,91.0,1,0,1,4,1,1,0,1,0,0,1
9.875,1375.4,69,19.933333333333334,19.75,0,1,0,1,0,0,0,1,0,0,0
13.7125,8129.3,72,112.90694444444445,109.7,0,1,1,7,0,0,0,1,1,0,0
9.65,1192.7,59,20.215254237288136,19.3,0,1,0,1,1,0,0,1,0,0,0
16.091666666666665,1901.65,20,95.08250000000001,96.55,1,0,1,5,0,1,0,1,1,0,0
8.033333333333333,587.4,24,24.474999999999998,24.1,0,1,0,2,1,1,0,1,0,0,0
13.91875,6519.75,59,110.5042372881356,111.35,1,0,1,7,1,1,0,0,0,0,0
14.03125,8041.65,72,111.68958333333333,112.25,0,1,1,7,1,1,0,1,0,0,0
10.375,20.75,1,20.75,20.75,0,0,0,1,1,0,0,0,0,0,0
16.983333333333334,2681.15,27,99.30185185185185,101.9,0,0,1,5,0,1,1,1,1,0,0
20.0125,1112.3,14,79.45,80.05,0,0,1,3,0,1,0,0,0,0,0
15.078571428571427,7405.5,71,104.30281690140845,105.55,1,1,1,6,1,0,0,1,1,0,0
26.099999999999998,1033.95,13,79.53461538461539,78.3,0,0,1,2,1,1,0,0,0,0,0
34.425,2958.95,44,67.24886363636364,68.85,0,0,1,1,1,0,0,0,0,0,0
19.9875,2684.85,33,81.35909090909091,79.95,0,0,1,3,0,1,1,0,0,0,0
9.241666666666667,4179.2,72,58.044444444444444,55.45,0,1,0,5,1,1,0,1,1,0,0
26.633333333333336,79.9,1,79.9,79.9,1,0,1,2,1,0,0,0,0,0,1
15.228571428571428,1934.45,19,101.81315789473685,106.6,1,0,1,6,0,1,0,0,1,0,1
14.635714285714286,6654.1,64,103.9703125,102.45,0,0,1,6,1,1,1,1,0,0,0
23.0,84.5,2,42.25,46.0,0,0,0,1,1,1,0,0,0,0,1
25.25,25.25,1,25.25,25.25,1,0,0,0,0,0,0,0,0,0,0
9.875,1124.2,61,18.42950819672131,19.75,0,1,0,1,1,0,0,0,0,0,0
10.0,540.05,29,18.622413793103448,20.0,1,0,0,1,0,0,1,1,0,0,0
21.7,1975.85,23,85.90652173913043,86.8,1,0,1,3,1,0,0,1,0,1,0
9.791666666666666,3437.45,57,60.30614035087719,58.75,0,0,0,5,0,1,0,1,1,0,0
9.05,3139.8,72,43.608333333333334,45.25,0,1,0,4,1,0,0,1,1,0,0
9.433333333333334,3789.2,66,57.41212121212121,56.6,0,1,0,5,1,1,0,1,1,0,0
10.525,5324.5,65,81.91538461538461,84.2,0,1,0,7,1,1,0,1,0,0,0
26.666666666666668,624.6,8,78.075,80.0,0,0,1,2,0,1,0,0,0,0,0
35.075,268.35,4,67.0875,70.15,1,0,1,1,0,1,0,0,0,0,1
8.25,1836.9,71,25.871830985915494,24.75,0,1,0,2,0,0,0,1,0,0,0
10.1,20.2,1,20.2,20.2,1,0,0,1,1,1,1,1,0,0,0
16.683333333333334,179.35,4,44.8375,50.05,0,0,0,2,1,0,0,1,0,0,1
9.675,219.35,12,18.279166666666665,19.35,0,0,0,1,0,1,1,0,0,0,0
12.65,1288.75,24,53.697916666666664,50.6,0,0,0,3,1,1,1,0,1,0,0
11.592857142857143,2545.75,31,82.12096774193549,81.15,0,0,0,6,0,1,1,1,1,0,0
18.400000000000002,55.2,1,55.2,55.2,0,0,0,2,0,0,0,1,0,0,1
17.98,2723.15,30,90.77166666666668,89.9,0,0,1,4,1,1,0,0,0,0,0
10.6625,4107.25,47,87.38829787234043,85.3,0,1,0,7,0,1,0,1,1,0,0
13.5,5760.65,54,106.6787037037037,108.0,0,1,1,7,1,1,0,0,1,0,0
15.583333333333334,4747.5,50,94.95,93.5,0,0,1,5,1,1,0,0,1,0,0
21.15,84.6,1,84.6,84.6,0,0,1,3,1,1,0,0,1,0,1
10.125,1566.9,72,21.762500000000003,20.25,0,1,0,1,0,0,0,0,0,0,0
8.383333333333333,702.0,29,24.20689655172414,25.15,1,0,0,2,0,0,0,0,0,0,0
13.6,114.1,2,57.05,54.4,0,0,0,3,1,1,0,0,0,0,1
14.8,299.05,10,29.905,29.6,0,1,0,1,0,1,0,0,0,0,0
24.383333333333336,1305.95,18,72.55277777777778,73.15,1,0,1,2,1,1,0,1,0,0,0
19.0,1120.3,11,101.84545454545454,95.0,1,0,1,4,0,1,0,0,0,1,1
9.875,284.35,16,17.771875,19.75,0,1,0,1,1,0,0,0,0,0,0
10.825,6350.5,72,88.20138888888889,86.6,0,1,0,7,0,0,0,0,0,0,0
13.65,7878.3,72,109.42083333333333,109.2,0,1,1,7,1,0,0,0,0,0,0
12.450000000000001,3187.65,41,77.74756097560976,74.7,0,0,0,5,0,1,1,1,1,0,0
15.733333333333334,6126.15,65,94.24846153846153,94.4,1,0,1,5,0,0,0,1,1,1,0
13.7,731.3,13,56.25384615384615,54.8,1,0,0,3,0,1,0,0,0,1,0
25.116666666666664,273.4,4,68.35,75.35,1,0,1,2,1,0,0,0,1,1,0
13.0,2531.8,41,61.75121951219513,65.0,0,0,0,4,1,0,1,0,0,0,0
24.8,1074.3,15,71.61999999999999,74.4,1,0,1,2,1,1,0,0,0,1,1
16.183333333333334,48.55,1,48.55,48.55,0,0,0,2,1,1,0,0,1,0,1
14.142857142857142,4298.45,42,102.34404761904761,99.0,1,0,1,6,1,1,1,0,1,0,0
15.583333333333334,4619.55,51,90.57941176470588,93.5,1,0,1,5,0,1,1,1,1,0,0
35.2,147.15,2,73.575,70.4,1,0,1,1,0,0,0,1,0,0,1
13.4,40.2,1,40.2,40.2,1,0,0,2,1,0,0,1,0,1,1
10.4625,2633.3,32,82.290625,83.7,0,0,0,7,1,0,1,0,0,0,0
9.925,193.05,10,19.305,19.85,0,0,0,1,1,1,0,0,0,0,0
9.924999999999999,4103.9,67,61.252238805970144,59.55,1,1,0,5,0,1,0,1,0,0,0
12.788888888888888,7008.15,61,114.88770491803278,115.1,0,1,1,8,0,0,0,1,1,0,0
12.705555555555556,5791.1,50,115.822,114.35,0,0,1,8,1,0,1,0,1,0,0
22.3,80.55,2,40.275,44.6,0,0,0,1,0,1,0,1,0,0,1
11.25,1228.65,29,42.36724137931035,45.0,1,0,0,3,0,1,0,1,1,1,0
13.716666666666667,132.2,3,44.06666666666666,41.15,1,0,0,2,1,1,0,0,0,1,1
15.271428571428572,1364.3,13,104.94615384615385,106.9,1,0,1,6,1,1,0,0,0,1,1
17.97,4925.35,57,86.40964912280702,89.85,1,0,1,4,1,1,0,1,0,1,0
9.97,1520.1,31,49.03548387096774,49.85,0,1,0,4,0,1,0,0,1,0,0
12.588888888888889,5032.25,45,111.82777777777778,113.3,0,0,1,8,0,0,1,1,1,0,0
9.788888888888888,5526.75,61,90.60245901639344,88.1,0,1,0,8,0,0,0,1,1,0,0
8.299999999999999,1195.25,50,23.905,24.9,0,1,0,2,1,0,0,0,0,0,0
15.0,2007.25,19,105.64473684210526,105.0,0,0,1,6,0,1,0,0,1,1,0
9.675,1099.6,59,18.63728813559322,19.35,0,1,0,1,1,0,0,0,0,0,1
8.083333333333334,1732.95,71,24.40774647887324,24.25,0,1,0,2,0,1,0,1,0,0,0
18.89,1511.2,16,94.45,94.45,1,0,1,4,0,1,0,0,0,1,1
11.95,3450.15,57,60.52894736842106,59.75,1,1,0,4,1,1,0,1,1,0,0
24.8,24.8,1,24.8,24.8,0,0,0,0,1,0,0,0,0,0,1
15.292857142857143,2172.05,20,108.6025,107.05,1,0,1,6,1,0,0,1,0,1,0
35.3,70.6,1,70.6,70.6,0,0,1,1,1,0,0,0,0,0,1
17.080000000000002,401.1,5,80.22,85.4,1,0,1,4,1,1,0,1,0,0,1
15.007142857142856,5624.85,52,108.17019230769232,105.05,1,0,1,6,0,1,0,1,0,0,1
12.99,1339.8,21,63.8,64.95,0,0,0,4,1,1,0,1,1,1,0
11.0,771.95,14,55.13928571428572,55.0,1,0,0,4,1,1,0,0,0,0,0
16.849999999999998,244.75,5,48.95,50.55,0,0,0,2,0,0,0,0,0,0,0
13.7875,322.9,6,53.81666666666666,55.15,0,0,0,3,0,0,0,0,1,0,0
17.066666666666666,498.25,10,49.825,51.2,1,0,0,2,0,0,0,0,0,0,0
8.466666666666667,25.4,1,25.4,25.4,0,0,0,2,0,0,0,0,0,0,0
13.6125,3687.75,68,54.231617647058826,54.45,0,0,0,3,0,0,0,0,1,0,0
19.03,1779.95,18,98.88611111111112,95.15,0,0,1,4,1,0,0,1,0,0,1
25.333333333333332,1783.6,22,81.07272727272726,76.0,0,0,1,2,0,1,1,0,0,0,0
22.175,927.15,20,46.3575,44.35,1,0,0,1,0,1,0,0,0,0,0
35.0,70.0,1,70.0,70.0,1,0,1,1,1,0,0,1,0,0,1
24.833333333333332,606.55,8,75.81875,74.5,1,0,1,2,1,1,0,0,0,1,1
22.425,435.4,10,43.54,44.85,0,0,0,1,1,1,0,0,0,0,1
25.366666666666664,1712.7,24,71.3625,76.1,1,0,1,2,1,1,0,0,0,1,1
12.24,2021.2,35,57.74857142857143,61.2,0,0,0,4,1,0,1,0,1,0,0
17.36,1940.8,23,84.38260869565217,86.8,0,0,1,4,1,0,1,1,0,0,0
22.3375,567.8,6,94.63333333333333,89.35,1,0,1,3,0,1,0,0,0,1,0
9.85,220.35,12,18.3625,19.7,0,0,0,1,0,0,0,0,0,0,0
10.125,20.25,1,20.25,20.25,0,0,0,1,1,0,0,0,0,0,0
25.349999999999998,5436.45,71,76.56971830985916,76.05,1,1,1,2,0,0,0,1,0,0,0
16.8,3437.5,35,98.21428571428571,100.8,1,0,1,5,1,1,0,1,0,1,0
12.424999999999999,3015.75,40,75.39375,74.55,1,0,0,5,1,1,0,1,0,0,0
24.53333333333333,73.6,1,73.6,73.6,0,0,1,2,0,1,0,0,1,0,1
16.225,1509.8,23,65.64347826086956,64.9,0,0,0,3,1,1,1,0,0,0,0
19.09,396.1,4,99.025,95.45,1,0,1,4,0,1,0,0,0,1,1
18.080000000000002,356.65,4,89.1625,90.4,1,0,1,4,1,1,0,0,0,0,0
10.049999999999999,4109.0,68,60.4264705882353,60.3,0,1,0,5,0,0,0,1,0,0,0
20.4625,3141.7,38,82.67631578947368,81.85,0,0,1,3,1,1,0,0,0,0,0
